symbol,DATE,actual_daily_return,predicted_return,same_side_as_actual,daily_pnl_diff_actual_minus_model,suggestion_pred,suggestion_actual,daily_pnl_predicted,daily_pnl_actual,equity_predicted,equity_actual
SURC,2026-03-04,-0.004424778761061954,0.0034765965364633,False,797.2799999999959,BUY,SHORT,-398.63999999999794,398.63999999999794,99601.36,100398.64
SURC,2026-03-05,-0.02383838383838388,0.0041432638132787,False,4276.319999999999,BUY,SHORT,-2138.1599999999994,2138.1599999999994,97463.2,102536.8
SURC,2026-03-06,0.04356374172185418,0.0054639828188478,True,0.0,BUY,BUY,3814.2599999999943,3814.2599999999943,101277.45999999999,106351.06
SURC,2026-03-09,-0.09152206246901329,0.0012882587393063,False,16724.75999999998,BUY,SHORT,-8362.37999999999,8362.37999999999,92915.08,114713.43999999999
SURC,2026-03-10,0.0565378738266753,0.0038865786038768,True,0.0,BUY,BUY,4693.079999999994,4693.079999999994,97608.16,119406.51999999997
SURC,2026-03-11,0.0,0.0063122646192116,False,0.0,BUY,HOLD,0.0,0.0,97608.16,119406.51999999997
SURC,2026-03-12,0.0,0.0069337127660818,False,0.0,BUY,HOLD,0.0,0.0,97608.16,119406.51999999997
SURC,2026-03-13,0.0,0.0057099787388258,False,0.0,BUY,HOLD,0.0,0.0,97608.16,119406.51999999997
SURC,2026-03-16,0.0,0.0086837561797233,False,0.0,BUY,HOLD,0.0,0.0,97608.16,119406.51999999997
SURC,2026-03-17,0.0924586776859504,0.0062924945867661,True,0.0,BUY,BUY,8108.700000000003,8108.700000000003,105716.86,127515.21999999997
SURC,2026-03-18,0.10004728132387708,0.005937860168139,True,0.0,BUY,BUY,9585.479999999998,9585.479999999998,115302.34,137100.69999999998
SURC,2026-03-19,-0.05140548439783377,0.0053562882182764,False,10835.760000000007,BUY,SHORT,-5417.880000000004,5417.880000000004,109884.45999999999,142518.58
SURC,2026-03-24,-0.02347077480743076,0.00497609098324,False,4693.079999999981,BUY,SHORT,-2346.5399999999904,2346.5399999999904,107537.92000000001,144865.11999999997
SURC,2026-03-25,-0.015311804008908747,0.0067943218009407,False,2989.80000000001,BUY,SHORT,-1494.900000000005,1494.900000000005,106043.02,146360.01999999996
SURC,2026-03-26,-0.056450852888511927,0.0046719029412676,False,10853.87999999999,BUY,SHORT,-5426.939999999995,5426.939999999995,100616.08,151786.95999999996
SURC,2026-03-27,-0.013583699560527407,0.0039837298422902,False,2464.319999999999,BUY,SHORT,-1232.1599999999994,1232.1599999999994,99383.92000000001,153019.11999999997
SURC,2026-03-30,-0.027845281490481932,0.0035393590226439,False,4983.0,BUY,SHORT,-2491.5,2491.5,96892.42000000001,155510.61999999997
SURC,2026-03-31,0.022810123945422367,0.0062126251019772,True,0.0,BUY,BUY,1984.139999999998,1984.139999999998,98876.56,157494.75999999995
SURC,2026-04-01,0.024745417515274815,0.0062861856266655,True,0.0,BUY,BUY,2201.579999999993,2201.579999999993,101078.14,159696.33999999997
SURC,2026-04-02,0.028222200139123466,0.0046249102350194,True,0.0,BUY,BUY,2573.040000000003,2573.040000000003,103651.18,162269.37999999995
SURC,2026-04-03,0.009084758867304421,0.0046249102350194,True,0.0,BUY,BUY,851.6399999999979,851.6399999999979,104502.81999999999,163121.01999999996
SURC,2026-04-06,0.0,0.0046249102350194,False,0.0,BUY,HOLD,0.0,0.0,104502.81999999999,163121.01999999996
SURC,2026-04-07,0.03821473038980949,0.0046249102350194,True,0.0,BUY,BUY,3614.9400000000082,3614.9400000000082,108117.76000000001,166735.95999999996
SURC,2026-04-08,0.06097785977859771,0.0047671467679228,True,0.0,BUY,BUY,5988.66,5988.66,114106.42000000001,172724.61999999997
SURC,2026-04-09,0.06877662811929386,0.0046249102350194,True,0.0,BUY,BUY,7166.459999999997,7166.459999999997,121272.88,179891.07999999996
